PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Note,PopulationName
,,,,,,,,,S45275,20-9,leaf,Emelliodora-LB-Block3,C11,site20-9,,,LB-20
,,,,,,,,,S45276,20-10,leaf,Emelliodora-LB-Block3,D11,site20-10,,,LB-20
,,,,,,,,,S45277,W2-1,leaf,Emelliodora-LB-Block3,E11,W2-1,,,LB-W2
,,,,,,,,,S45278,W2-2,leaf,Emelliodora-LB-Block3,F11,W2-2,,,LB-W2
,,,,,,,,,S45279,W2-3,leaf,Emelliodora-LB-Block3,G11,W2-3,,,LB-W2
,,,,,,,,,S45280,W2-4,leaf,Emelliodora-LB-Block3,H11,W2-4,,,LB-W2
,,,,,,,,,S45281,W2-5,leaf,Emelliodora-LB-Block3,A12,W2-5,,,LB-W2
,,,,,,,,,S45282,W2-6,leaf,Emelliodora-LB-Block3,B12,W2-6,,,LB-W2
,,,,,,,,,S45283,W2-7,leaf,Emelliodora-LB-Block3,C12,W2-7,,,LB-W2
,,,,,,,,,S45284,W2-8,leaf,Emelliodora-LB-Block3,D12,W2-8,,,LB-W2
,,,,,,,,,S45285,W2-9,leaf,Emelliodora-LB-Block3,E12,W2-9,,failed—too few reads,LB-W2
,,,,,,,,,S45286,W2-10,leaf,Emelliodora-LB-Block3,F12,W2-10,,failed—too few reads,LB-W2
,,,,,,,,,S45287,24-1,leaf,Emelliodora-LB-Block3,G12,site24-1,,,LB-24
,,,,,,,,,S45288,24-2,leaf,Emelliodora-LB-Block3,H12,site24-2,,failed—no reads,LB-24
,,,,,,,,,S45289,24-3,leaf,Emelliodora-LB-Block4,A1,site24-3,,,LB-24
,,,,,,,,,S45290,24-4,leaf,Emelliodora-LB-Block4,B1,site24-4,,,LB-24
,,,,,,,,,S45291,24-5,leaf,Emelliodora-LB-Block4,C1,site24-5,,,LB-24
,,,,,,,,,S45292,24-6,leaf,Emelliodora-LB-Block4,D1,site24-6,,,LB-24
,,,,,,,,,S45293,24-7,leaf,Emelliodora-LB-Block4,E1,site24-7,,,LB-24
,,,,,,,,,S45294,24-8,leaf,Emelliodora-LB-Block4,F1,site24-8,,,LB-24
,,,,,,,,,S45295,24-9,leaf,Emelliodora-LB-Block4,G1,site24-9,,,LB-24
,,,,,,,,,S45296,24-10,leaf,Emelliodora-LB-Block4,H1,site24-10,,failed—too few reads,LB-24
,,,,,,,,,S45297,W3-1,leaf,Emelliodora-LB-Block4,A2,W3-1,,,LB-W3
,,,,,,,,,S45298,W3-2,leaf,Emelliodora-LB-Block4,B2,W3-2,,,LB-W3
,,,,,,,,,S45299,W3-3,leaf,Emelliodora-LB-Block4,C2,W3-3,,,LB-W3
,,,,,,,,,S45300,W3-4,leaf,Emelliodora-LB-Block4,D2,W3-4,,,LB-W3
,,,,,,,,,S45301,W3-5,leaf,Emelliodora-LB-Block4,E2,W3-5,,,LB-W3
,,,,,,,,,S45302,W3-6,leaf,Emelliodora-LB-Block4,F2,W3-6,,,LB-W3
,,,,,,,,,S45303,W3-7,leaf,Emelliodora-LB-Block4,G2,W3-7,,,LB-W3
,,,,,,,,,S45304,W3-8,leaf,Emelliodora-LB-Block4,H2,W3-8,,,LB-W3
,,,,,,,,,S45305,W3-9,leaf,Emelliodora-LB-Block4,A3,W3-9,,,LB-W3
,,,,,,,,,S45306,W3-10,leaf,Emelliodora-LB-Block4,B3,W3-10,,,LB-W3
,,,,,,,,,S45307,T3-1,leaf,Emelliodora-LB-Block4,C3,T3-1,,,LB-T3
,,,,,,,,,S45308,T3-2,leaf,Emelliodora-LB-Block4,D3,T3-2,,,LB-T3
,,,,,,,,,S45309,T3-3,leaf,Emelliodora-LB-Block4,E3,T3-3,,,LB-T3
,,,,,,,,,S45310,T3-4,leaf,Emelliodora-LB-Block4,F3,T3-4,,,LB-T3
,,,,,,,,,S45311,T3-5,leaf,Emelliodora-LB-Block4,G3,T3-5,,,LB-T3
,,,,,,,,,S45312,T3-6,leaf,Emelliodora-LB-Block4,H3,T3-6,,,LB-T3
,,,,,,,,,S45313,T3-7,leaf,Emelliodora-LB-Block4,A4,T3-7,,,LB-T3
,,,,,,,,,S45314,T3-8,leaf,Emelliodora-LB-Block4,B4,T3-8,,,LB-T3
,,,,,,,,,S45315,T3-9,leaf,Emelliodora-LB-Block4,C4,T3-9,,,LB-T3
,,,,,,,,,S45316,T3-10,leaf,Emelliodora-LB-Block4,D4,T3-10,,,LB-T3
,,,,,,,,,S45317,21-1,leaf,Emelliodora-LB-Block4,E4,site21-1,,,LB-21
,,,,,,,,,S45318,21-2,leaf,Emelliodora-LB-Block4,F4,site21-2,,,LB-21
,,,,,,,,,S45319,21-3,leaf,Emelliodora-LB-Block4,G4,site21-3,,,LB-21
,,,,,,,,,S45320,21-4,leaf,Emelliodora-LB-Block4,H4,site21-4,,,LB-21
,,,,,,,,,S45321,21-5,leaf,Emelliodora-LB-Block4,A5,site21-5,,,LB-21
,,,,,,,,,S45322,21-6,leaf,Emelliodora-LB-Block4,B5,site21-6,,,LB-21
,,,,,,,,,S45323,21-7,leaf,Emelliodora-LB-Block4,C5,site21-7,,,LB-21
,,,,,,,,,S45324,21-8,leaf,Emelliodora-LB-Block4,D5,site21-8,,,LB-21
,,,,,,,,,S45325,21-9,leaf,Emelliodora-LB-Block4,E5,site21-9,,,LB-21
,,,,,,,,,S45326,21-10,leaf,Emelliodora-LB-Block4,F5,site21-10,,,LB-21
,,,,,,,,,S45327,T2-1,leaf,Emelliodora-LB-Block4,G5,T2-1,,,LB-T2
,,,,,,,,,S45328,T2-2,leaf,Emelliodora-LB-Block4,H5,T2-2,,,LB-T2
,,,,,,,,,S45329,T2-3,leaf,Emelliodora-LB-Block4,A6,T2-3,,,LB-T2
,,,,,,,,,S45330,T2-4,leaf,Emelliodora-LB-Block4,B6,T2-4,,,LB-T2
,,,,,,,,,S45331,T2-5,leaf,Emelliodora-LB-Block4,C6,T2-5,,,LB-T2
,,,,,,,,,S45332,T2-6,leaf,Emelliodora-LB-Block4,D6,T2-6,,,LB-T2
,,,,,,,,,S45333,T2-7,leaf,Emelliodora-LB-Block4,E6,T2-7,,,LB-T2
,,,,,,,,,S45334,T2-8,leaf,Emelliodora-LB-Block4,F6,T2-8,,,LB-T2
,,,,,,,,,S45335,T2-9,leaf,Emelliodora-LB-Block4,G6,T2-9,,,LB-T2
,,,,,,,,,S45336,T2-10,leaf,Emelliodora-LB-Block4,H6,T2-10,,,LB-T2
,,,,,,,,,S45337,13-1,leaf,Emelliodora-LB-Block4,A7,site13-1,,,LB-13
,,,,,,,,,S45338,13-2,leaf,Emelliodora-LB-Block4,B7,site13-2,,,LB-13
,,,,,,,,,S45339,13-3,leaf,Emelliodora-LB-Block4,C7,site13-3,,,LB-13
,,,,,,,,,S45340,13-4,leaf,Emelliodora-LB-Block4,D7,site13-4,,,LB-13
,,,,,,,,,S45341,13-5,leaf,Emelliodora-LB-Block4,E7,site13-5,,,LB-13
,,,,,,,,,S45342,13-6,leaf,Emelliodora-LB-Block4,F7,site13-6,,,LB-13
,,,,,,,,,S45343,26-1,leaf,Emelliodora-LB-Block4,G7,site26-1,,xoutlier,LB-26
,,,,,,,,,S45344,26-2,leaf,Emelliodora-LB-Block4,H7,site26-2,,xoutlier,LB-26
,,,,,,,,,S45345,26-3,leaf,Emelliodora-LB-Block4,A8,site26-3,,xoutlier,LB-26
,,,,,,,,,S45346,26-4,leaf,Emelliodora-LB-Block4,B8,site26-4,,xoutlier,LB-26
,,,,,,,,,S45347,26-5,leaf,Emelliodora-LB-Block4,C8,site26-5,,xoutlier,LB-26
,,,,,,,,,S45348,26-6,leaf,Emelliodora-LB-Block4,D8,site26-6,,,LB-26
,,,,,,,,,S45349,26-7,leaf,Emelliodora-LB-Block4,E8,site26-7,,xoutlier,LB-26
,,,,,,,,,S45350,26-8,leaf,Emelliodora-LB-Block4,F8,site26-8,,xoutlier,LB-26
,,,,,,,,,S45351,26-9,leaf,Emelliodora-LB-Block4,G8,site26-9,,,LB-26
,,,,,,,,,S45352,26-10,leaf,Emelliodora-LB-Block4,H8,site26-10,,xoutlier,LB-26
,,,,,,,,,S45353,i1-1,leaf,Emelliodora-LB-Block4,A9,i1-1,,,LB-i1
,,,,,,,,,S45354,i1-2,leaf,Emelliodora-LB-Block4,B9,i1-2,,,LB-i1
,,,,,,,,,S45355,i1-3,leaf,Emelliodora-LB-Block4,C9,i1-3,,,LB-i1
,,,,,,,,,S45356,i1-4,leaf,Emelliodora-LB-Block4,D9,i1-4,,,LB-i1
,,,,,,,,,S45357,i1-5,leaf,Emelliodora-LB-Block4,E9,i1-5,,,LB-i1
,,,,,,,,,S45358,i1-6,leaf,Emelliodora-LB-Block4,F9,i1-6,,,LB-i1
,,,,,,,,,S45359,i1-7,leaf,Emelliodora-LB-Block4,G9,i1-7,,,LB-i1
,,,,,,,,,S45360,i1-8,leaf,Emelliodora-LB-Block4,H9,i1-8,,,LB-i1
,,,,,,,,,S45361,i1-9,leaf,Emelliodora-LB-Block4,A10,i1-9,,,LB-i1
,,,,,,,,,S45362,i1-10,leaf,Emelliodora-LB-Block4,B10,i1-10,,,LB-i1
,,,,,,,,,S45363,O-1,leaf,Emelliodora-LB-Block4,C10,O1,,xoutlier,LB-O
,,,,,,,,,S45364,O-2,leaf,Emelliodora-LB-Block4,D10,O2,,xoutlier,LB-O
,,,,,,,,,S45365,O-3,leaf,Emelliodora-LB-Block4,E10,O3,,xoutlier,LB-O
,,,,,,,,,S45366,O-4,leaf,Emelliodora-LB-Block4,F10,O4,,xoutlier,LB-O
,,,,,,,,,S45367,O-5,leaf,Emelliodora-LB-Block4,G10,O5,,xoutlier,LB-O
,,,,,,,,,S45368,O-6,leaf,Emelliodora-LB-Block4,H10,O6,,xoutlier,LB-O
,,,,,,,,,S45369,O-7,leaf,Emelliodora-LB-Block4,A11,O7,,xoutlier,LB-O
,,,,,,,,,S45370,O-8,leaf,Emelliodora-LB-Block4,B11,O8,,xoutlier,LB-O
,,,,,,,,,S45371,O-9,leaf,Emelliodora-LB-Block4,C11,O9,,xoutlier,LB-O
,,,,,,,,,S45372,O-10,leaf,Emelliodora-LB-Block4,D11,O10,,xoutlier,LB-O
,,,,,,,,,S45373,7-1R,leaf,Emelliodora-LB-Block4,E11,site7-1,,geogout,LB-7
,,,,,,,,,S45374,7-2R,leaf,Emelliodora-LB-Block4,F11,site7-2,,geogout,LB-7
,,,,,,,,,S45375,7-3R,leaf,Emelliodora-LB-Block4,G11,site7-3,,geogout,LB-7
,,,,,,,,,S45376,7-4R,leaf,Emelliodora-LB-Block4,H11,site7-4,,geogout,LB-7
,,,,,,,,,S45377,7-5R,leaf,Emelliodora-LB-Block4,A12,site7-5,,geogout,LB-7
,,,,,,,,,S45378,7-6R,leaf,Emelliodora-LB-Block4,B12,site7-6,,geogout,LB-7
,,,,,,,,,S45379,7-7R,leaf,Emelliodora-LB-Block4,C12,site7-7,,geogout,LB-7
,,,,,,,,,S45380,19-7-1,whole seedling,Emelliodora_Plate5_2015,A1,LB19_7_01,,,LB-19
,,,,,,,,,S45381,D-3-7,whole seedling,Emelliodora_Plate5_2015,B1,LBD_3_07,,,LB-D
,,,,,,,,,S45382,19-24-1,whole seedling,Emelliodora_Plate5_2015,C1,LB19_24_01,,,LB-19
,,,,,,,,,S45383,K2-28-8,whole seedling,Emelliodora_Plate5_2015,D1,LBK2_28_08,,,LB-K2
,,,,,,,,,S45384,11-9-3R,whole seedling,Emelliodora_Plate5_2015,E1,LB11_9_03R,,,LB-11
,,,,,,,,,S45385,11-9-2R,whole seedling,Emelliodora_Plate5_2015,F1,LB11_9_02R,,,LB-11
,,,,,,,,,S45386,D-11-22,whole seedling,Emelliodora_Plate5_2015,G1,LBD_11_22,,,LB-D
,,,,,,,,,S45387,D-5-7,whole seedling,Emelliodora_Plate5_2015,H1,LBD_5_07,,failed—too few reads,LB-D
,,,,,,,,,S45388,19-7-2,whole seedling,Emelliodora_Plate5_2015,A2,LB19_7_02,,,LB-19
,,,,,,,,,S45389,D-3-8,whole seedling,Emelliodora_Plate5_2015,B2,LBD_3_08,,,LB-D
,,,,,,,,,S45390,19-24-2,whole seedling,Emelliodora_Plate5_2015,C2,LB19_24_02,,,LB-19
,,,,,,,,,S45391,K2-26-1,whole seedling,Emelliodora_Plate5_2015,D2,LBK2_26_01,,,LB-K2
,,,,,,,,,S45392,D-11-1,whole seedling,Emelliodora_Plate5_2015,E2,LBD_11_01,,,LB-D
,,,,,,,,,S45393,D-11-11,whole seedling,Emelliodora_Plate5_2015,F2,LBD_11_11,,,LB-D
,,,,,,,,,S45394,D-11-23,whole seedling,Emelliodora_Plate5_2015,G2,LBD_11_23,,,LB-D
,,,,,,,,,S45395,D-5-8,whole seedling,Emelliodora_Plate5_2015,H2,LBD_5_08,,,LB-D
,,,,,,,,,S45396,19-7-3,whole seedling,Emelliodora_Plate5_2015,A3,LB19_7_03,,,LB-19
,,,,,,,,,S45397,D-3-9,whole seedling,Emelliodora_Plate5_2015,B3,LBD_3_09,,,LB-D
,,,,,,,,,S45398,19-24-3,whole seedling,Emelliodora_Plate5_2015,C3,LB19_24_03,,,LB-19
,,,,,,,,,S45399,K2-26-2,whole seedling,Emelliodora_Plate5_2015,D3,LBK2_26_02,,,LB-K2
,,,,,,,,,S45400,D-11-1R,whole seedling,Emelliodora_Plate5_2015,E3,LBD_11_1R,,,LB-D
,,,,,,,,,S45401,D-11-12,whole seedling,Emelliodora_Plate5_2015,F3,LBD_11_12,,,LB-D
,,,,,,,,,S45402,D-11-24,whole seedling,Emelliodora_Plate5_2015,G3,LBD_11_24,,,LB-D
,,,,,,,,,S45403,D-5-9,whole seedling,Emelliodora_Plate5_2015,H3,LBD_5_09,,,LB-D
,,,,,,,,,S45404,19-7-4,whole seedling,Emelliodora_Plate5_2015,A4,LB19_7_04,,,LB-19
,,,,,,,,,S45405,D-3-10,whole seedling,Emelliodora_Plate5_2015,B4,LBD_3_10,,,LB-D
,,,,,,,,,S45406,19-24-4,whole seedling,Emelliodora_Plate5_2015,C4,LB19_24_04,,,LB-19
,,,,,,,,,S45407,K2-26-3,whole seedling,Emelliodora_Plate5_2015,D4,LBK2_26_03,,,LB-K2
,,,,,,,,,S45408,D-11-2,whole seedling,Emelliodora_Plate5_2015,E4,LBD_11_02,,,LB-D
,,,,,,,,,S45409,D-11-13,whole seedling,Emelliodora_Plate5_2015,F4,LBD_11_13,,,LB-D
,,,,,,,,,S45410,D-11-25,whole seedling,Emelliodora_Plate5_2015,G4,LBD_11_25,,,LB-D
,,,,,,,,,S45411,D-5-10,whole seedling,Emelliodora_Plate5_2015,H4,LBD_5_10,,,LB-D
,,,,,,,,,S45412,19-7-5,whole seedling,Emelliodora_Plate5_2015,A5,LB19_7_05,,,LB-19
,,,,,,,,,S45413,D-3-11,whole seedling,Emelliodora_Plate5_2015,B5,LBD_3_11,,,LB-D
,,,,,,,,,S45414,19-24-5,whole seedling,Emelliodora_Plate5_2015,C5,LB19_24_05,,,LB-19
,,,,,,,,,S45415,K2-26-4,whole seedling,Emelliodora_Plate5_2015,D5,LBK2_26_04,,,LB-K2
,,,,,,,,,S45416,D-11-3,whole seedling,Emelliodora_Plate5_2015,E5,LBD_11_03,,,LB-D
,,,,,,,,,S45417,D-11-14,whole seedling,Emelliodora_Plate5_2015,F5,LBD_11_14,,,LB-D
,,,,,,,,,S45418,D-11-26,whole seedling,Emelliodora_Plate5_2015,G5,LBD_11_26,,,LB-D
,,,,,,,,,S45419,D-5-11,whole seedling,Emelliodora_Plate5_2015,H5,LBD_5_11,,,LB-D
,,,,,,,,,S45420,M-5-1,whole seedling,Emelliodora_Plate5_2015,A6,LBM_5_01,,,LB-M
,,,,,,,,,S45421,D-3-12,whole seedling,Emelliodora_Plate5_2015,B6,LBD_3_12,,,LB-D
,,,,,,,,,S45422,K2-28-1,whole seedling,Emelliodora_Plate5_2015,C6,LBK2_28_01,,,LB-K2
,,,,,,,,,S45423,K2-26-5,whole seedling,Emelliodora_Plate5_2015,D6,LBK2_26_05,,,LB-K2
,,,,,,,,,S45424,D-11-4,whole seedling,Emelliodora_Plate5_2015,E6,LBD_11_04,,,LB-D
,,,,,,,,,S45425,D-11-15,whole seedling,Emelliodora_Plate5_2015,F6,LBD_11_15,,,LB-D
,,,,,,,,,S45426,D-5-1,whole seedling,Emelliodora_Plate5_2015,G6,LBD_5_01,,,LB-D
,,,,,,,,,S45427,D-5-12,whole seedling,Emelliodora_Plate5_2015,H6,LBD_5_12,,,LB-D
,,,,,,,,,S45428,M-5-02,whole seedling,Emelliodora_Plate5_2015,A7,LBM_5_02,,,LB-M
,,,,,,,,,S45429,D-12-1,whole seedling,Emelliodora_Plate5_2015,B7,LBD_12_01,,,LB-D
,,,,,,,,,S45430,K2-28-2,whole seedling,Emelliodora_Plate5_2015,C7,LBK2_28_02,,,LB-K2
,,,,,,,,,S45431,K2-26-6,whole seedling,Emelliodora_Plate5_2015,D7,LBK2_26_06,,,LB-K2
,,,,,,,,,S45432,D-11-5,whole seedling,Emelliodora_Plate5_2015,E7,LBD_11_05,,,LB-D
,,,,,,,,,S45433,D-11-16,whole seedling,Emelliodora_Plate5_2015,F7,LBD_11_16,,,LB-D
,,,,,,,,,S45434,D-5-2,whole seedling,Emelliodora_Plate5_2015,G7,LBD_5_02,,,LB-D
,,,,,,,,,S45435,D-5-13,whole seedling,Emelliodora_Plate5_2015,H7,LBD_5_13,,,LB-D
,,,,,,,,,S45436,M-5-03,whole seedling,Emelliodora_Plate5_2015,A8,LBM_5_03,,failed—too few reads,LB-M
,,,,,,,,,S45437,D-12-2,whole seedling,Emelliodora_Plate5_2015,B8,LBD_12_02,,,LB-D
,,,,,,,,,S45438,K2-28-3,whole seedling,Emelliodora_Plate5_2015,C8,LBK2_28_03,,,LB-K2
,,,,,,,,,S45439,K2-26-7,whole seedling,Emelliodora_Plate5_2015,D8,LBK2_26_07,,,LB-K2
,,,,,,,,,S45440,D-11-6,whole seedling,Emelliodora_Plate5_2015,E8,LBD_11_06,,,LB-D
,,,,,,,,,S45441,D-11-17,whole seedling,Emelliodora_Plate5_2015,F8,LBD_11_17,,,LB-D
,,,,,,,,,S45442,D-5-3,whole seedling,Emelliodora_Plate5_2015,G8,LBD_5_03,,,LB-D
,,,,,,,,,S45443,D-5-14,whole seedling,Emelliodora_Plate5_2015,H8,LBD_5_14,,,LB-D
,,,,,,,,,S45444,M-5-04,whole seedling,Emelliodora_Plate5_2015,A9,LBM_5_04,,,LB-M
,,,,,,,,,S45445,D-12-3,whole seedling,Emelliodora_Plate5_2015,B9,LBD_12_03,,,LB-D
,,,,,,,,,S45446,K2-28-4,whole seedling,Emelliodora_Plate5_2015,C9,LBK2_28_04,,,LB-K2
,,,,,,,,,S45447,K2-26-8,whole seedling,Emelliodora_Plate5_2015,D9,LBK2_26_08,,,LB-K2
,,,,,,,,,S45448,D-11-7,whole seedling,Emelliodora_Plate5_2015,E9,LBD_11_07,,,LB-D
,,,,,,,,,S45449,D-11-18,whole seedling,Emelliodora_Plate5_2015,F9,LBD_11_18,,,LB-D
,,,,,,,,,S45450,D-5-4,whole seedling,Emelliodora_Plate5_2015,G9,LBD_5_04,,,LB-D
,,,,,,,,,S45451,D-5-15,whole seedling,Emelliodora_Plate5_2015,H9,LBD_5_15,,,LB-D
,,,,,,,,,S45452,M-5-05,whole seedling,Emelliodora_Plate5_2015,A10,LBM_5_05,,,LB-M
,,,,,,,,,S45453,D-12-4,whole seedling,Emelliodora_Plate5_2015,B10,LBD_12_04,,,LB-D
,,,,,,,,,S45454,K2-28-5,whole seedling,Emelliodora_Plate5_2015,C10,LBK2_28_05,,,LB-K2
,,,,,,,,,S45455,11-9-1,whole seedling,Emelliodora_Plate5_2015,D10,LB11_9_01,,,LB-11
,,,,,,,,,S45456,D-11-8,whole seedling,Emelliodora_Plate5_2015,E10,LBD_11_08,,,LB-D
,,,,,,,,,S45457,D-11-19,whole seedling,Emelliodora_Plate5_2015,F10,LBD_11_19,,,LB-D
,,,,,,,,,S45458,D-5-5,whole seedling,Emelliodora_Plate5_2015,G10,LBD_5_05,,,LB-D
,,,,,,,,,S45459,D-5-16,whole seedling,Emelliodora_Plate5_2015,H10,LBD_5_16,,,LB-D
,,,,,,,,,S45460,M-5-06,whole seedling,Emelliodora_Plate5_2015,A11,LBM_5_06,,,LB-M
,,,,,,,,,S45461,D-12-5,whole seedling,Emelliodora_Plate5_2015,B11,LBD_12_05,,,LB-D
,,,,,,,,,S45462,K2-28-6,whole seedling,Emelliodora_Plate5_2015,C11,LBK2_28_06,,,LB-K2
,,,,,,,,,S45463,11-9-2,whole seedling,Emelliodora_Plate5_2015,D11,LB11_9_02,,,LB-11
,,,,,,,,,S45464,D-11-9,whole seedling,Emelliodora_Plate5_2015,E11,LBD_11_09,,,LB-D
,,,,,,,,,S45465,D-11-20,whole seedling,Emelliodora_Plate5_2015,F11,LBD_11_20,,,LB-D
,,,,,,,,,S45466,D-5-6,whole seedling,Emelliodora_Plate5_2015,G11,LBD_5_06,,,LB-D
,,,,,,,,,S45467,D-5-17,whole seedling,Emelliodora_Plate5_2015,H11,LBD_5_17,,,LB-D
,,,,,,,,,S45468,M-5-07,whole seedling,Emelliodora_Plate5_2015,A12,LBM_5_07,,,LB-M
,,,,,,,,,S45469,D-12-6,whole seedling,Emelliodora_Plate5_2015,B12,LBD_12_06,,,LB-D
,,,,,,,,,S45470,K2-28-7,whole seedling,Emelliodora_Plate5_2015,C12,LBK2_28_07,,,LB-K2
,,,,,,,,,S45471,11-9-3,whole seedling,Emelliodora_Plate5_2015,D12,LB11_9_03,,,LB-11
,,,,,,,,,S45472,D-11-10,whole seedling,Emelliodora_Plate5_2015,E12,LBD_11_10,,,LB-D
,,,,,,,,,S45473,D-11-21,whole seedling,Emelliodora_Plate5_2015,F12,LBD_11_21,,,LB-D
,,,,,,,,,S45474,D-5-6R,whole seedling,Emelliodora_Plate5_2015,G12,LBD_5_06R,,,LB-D
,,,,,,,,,S45475,D-5-18,whole seedling,Emelliodora_Plate5_2015,H12,LBD_5_18,,failed—no reads,LB-D
,,,,,,,,,S45476,D-3-1,whole seedling,Emelliodora_Plate6_2015,A1,LBD_3_01,,,LB-D
,,,,,,,,,S45477,K2-22-7,whole seedling,Emelliodora_Plate6_2015,B1,LBK2_22_07,,,LB-K2
,,,,,,,,,S45478,D-8-5,whole seedling,Emelliodora_Plate6_2015,C1,LBD_8_05,,,LB-D
,,,,,,,,,S45479,19-12-5,whole seedling,Emelliodora_Plate6_2015,D1,LB19_12_05,,,LB-19
,,,,,,,,,S45480,19-2-2,whole seedling,Emelliodora_Plate6_2015,E1,LB19_2_02,,,LB-19
,,,,,,,,,S45481,19-28-1,whole seedling,Emelliodora_Plate6_2015,F1,LB19_28_01,,,LB-19
,,,,,,,,,S45482,19-5-3,whole seedling,Emelliodora_Plate6_2015,G1,LB19_5_03,,,LB-19
,,,,,,,,,S45483,T1-14-2,whole seedling,Emelliodora_Plate6_2015,H1,LBT1_14_02,,failed—too few reads,LB-T1
,,,,,,,,,S45484,D-3-2,whole seedling,Emelliodora_Plate6_2015,A2,LBD_3_02,,,LB-D
,,,,,,,,,S45485,K2-22-8,whole seedling,Emelliodora_Plate6_2015,B2,LBK2_22_08,,,LB-K2
,,,,,,,,,S45486,D-8-6,whole seedling,Emelliodora_Plate6_2015,C2,LBD_8_06,,,LB-D
,,,,,,,,,S45487,19-12-6,whole seedling,Emelliodora_Plate6_2015,D2,LB19_12_06,,,LB-19
,,,,,,,,,S45488,19-2-3,whole seedling,Emelliodora_Plate6_2015,E2,LB19_2_03,,,LB-19
,,,,,,,,,S45489,19-28-2,whole seedling,Emelliodora_Plate6_2015,F2,LB19_28_02,,,LB-19
,,,,,,,,,S45490,19-5-4,whole seedling,Emelliodora_Plate6_2015,G2,LB19_5_04,,,LB-19
,,,,,,,,,S45491,T1-14-3,whole seedling,Emelliodora_Plate6_2015,H2,LBT1_14_03,,,LB-T1
,,,,,,,,,S45492,D-3-3,whole seedling,Emelliodora_Plate6_2015,A3,LBD_3_03,,,LB-D
,,,,,,,,,S45493,K2-22-9,whole seedling,Emelliodora_Plate6_2015,B3,LBK2_22_09,,,LB-K2
,,,,,,,,,S45494,D-8-7,whole seedling,Emelliodora_Plate6_2015,C3,LBD_8_07,,,LB-D
,,,,,,,,,S45495,19-12-7,whole seedling,Emelliodora_Plate6_2015,D3,LB19_12_07,,,LB-19
,,,,,,,,,S45496,19-2-4,whole seedling,Emelliodora_Plate6_2015,E3,LB19_2_04,,,LB-19
,,,,,,,,,S45497,19-28-3,whole seedling,Emelliodora_Plate6_2015,F3,LB19_28_03,,,LB-19
,,,,,,,,,S45498,19-7-6,whole seedling,Emelliodora_Plate6_2015,G3,LB19_7_06,,,LB-19
,,,,,,,,,S45499,T1-14-4,whole seedling,Emelliodora_Plate6_2015,H3,LBT1_14_04,,,LB-T1
,,,,,,,,,S45500,D-3-4,whole seedling,Emelliodora_Plate6_2015,A4,LBD_3_04,,,LB-D
,,,,,,,,,S45501,K2-22-10,whole seedling,Emelliodora_Plate6_2015,B4,LBK2_22_10,,,LB-K2
,,,,,,,,,S45502,D-8-8,whole seedling,Emelliodora_Plate6_2015,C4,LBD_8_08,,,LB-D
,,,,,,,,,S45503,19-12-8,whole seedling,Emelliodora_Plate6_2015,D4,LB19_12_08,,,LB-19
,,,,,,,,,S45504,19-2-5,whole seedling,Emelliodora_Plate6_2015,E4,LB19_2_05,,,LB-19
,,,,,,,,,S45505,19-28-4,whole seedling,Emelliodora_Plate6_2015,F4,LB19_28_04,,,LB-19
,,,,,,,,,S45506,19-7-7,whole seedling,Emelliodora_Plate6_2015,G4,LB19_7_07,,,LB-19
,,,,,,,,,S45507,T1-14-5,whole seedling,Emelliodora_Plate6_2015,H4,LBT1_14_05,,,LB-T1
,,,,,,,,,S45508,D-3-5,whole seedling,Emelliodora_Plate6_2015,A5,LBD_3_05,,,LB-D
,,,,,,,,,S45509,K2-22-11,whole seedling,Emelliodora_Plate6_2015,B5,LBK2_22_11,,,LB-K2
,,,,,,,,,S45510,D-8-9,whole seedling,Emelliodora_Plate6_2015,C5,LBD_8_09,,failed—too few reads,LB-D
,,,,,,,,,S45511,19-12-9,whole seedling,Emelliodora_Plate6_2015,D5,LB19_12_09,,,LB-19
,,,,,,,,,S45512,19-2-6,whole seedling,Emelliodora_Plate6_2015,E5,LB19_2_06,,,LB-19
,,,,,,,,,S45513,19-28-5,whole seedling,Emelliodora_Plate6_2015,F5,LB19_28_05,,,LB-19
,,,,,,,,,S45514,19-7-8,whole seedling,Emelliodora_Plate6_2015,G5,LB19_7_08,,,LB-19
,,,,,,,,,S45515,T1-14-6,whole seedling,Emelliodora_Plate6_2015,H5,LBT1_14_06,,,LB-T1
,,,,,,,,,S45516,D-3-6,whole seedling,Emelliodora_Plate6_2015,A6,LBD_3_06,,,LB-D
,,,,,,,,,S45517,K2-22-12,whole seedling,Emelliodora_Plate6_2015,B6,LBK2_22_12,,,LB-K2
,,,,,,,,,S45518,D-8-10,whole seedling,Emelliodora_Plate6_2015,C6,LBD_8_10,,,LB-D
,,,,,,,,,S45519,19-24-6,whole seedling,Emelliodora_Plate6_2015,D6,LB19_24_06,,,LB-19
,,,,,,,,,S45520,19-2-7,whole seedling,Emelliodora_Plate6_2015,E6,LB19_2_07,,,LB-19
,,,,,,,,,S45521,19-28-6,whole seedling,Emelliodora_Plate6_2015,F6,LB19_28_06,,,LB-19
